item,string,int
1610601,许褚,0
1610602,许褚,0
1610603,许褚,0
1610604,许褚,0
1610605,许褚,0
1610606,许褚,0
1610607,许褚,0
1610608,许褚,0
1610609,许褚,0
1610610,许褚,0
1610611,许褚,0
1610612,许褚,0
1610613,许褚,0
1610614,许褚,0
1610615,许褚,0
1610616,许褚,0
1610701,杨修,0
1610702,杨修,0
1610703,杨修,0
1610704,杨修,0
1610705,杨修,0
1610801,王异,0
1610802,王异,0
1610803,王异,0
1610804,王异,0
1610805,王异,0
1610806,王异,0
1610807,王异,0
1610808,王异,0
1610809,王异,0
1610810,王异,0
1610811,王异,0
1610812,王异,0
1610813,王异,0
1610814,王异,0
1610815,王异,0
1610816,王异,0
1610901,庞德,0
1610902,庞德,0
1610903,庞德,0
1610904,庞德,0
1610905,庞德,0
1611001,曹植,0
1611002,曹植,0
1611003,曹植,0
1611004,曹植,0
1611005,曹植,0
1620001,马岱,0
1620002,马岱,0
1620003,马岱,0
1620004,马岱,0
1620005,马岱,0
1620006,马岱,0
1620007,马岱,0
1620008,马岱,0
1620009,马岱,0
1620010,马岱,0
1620011,马岱,0
1620012,马岱,0
1620013,马岱,0
1620014,马岱,0
1620015,马岱,0
1620016,马岱,0
1620101,关银屏,0
1620102,关银屏,0
1620103,关银屏,0
1620104,关银屏,0
1620105,关银屏,0
1620106,关银屏,0
1620107,关银屏,0
1620108,关银屏,0
1620109,关银屏,0
1620110,关银屏,0
1620111,关银屏,0
1620112,关银屏,0
1620113,关银屏,0
1620114,关银屏,0
1620115,关银屏,0
1620116,关银屏,0
1620201,马超,0
1620202,马超,0
1620203,马超,0
1620204,马超,0
1620205,马超,0
1620206,马超,0
1620207,马超,0
1620208,马超,0
1620209,马超,0
1620210,马超,0
1620211,马超,0
1620212,马超,0
1620213,马超,0
1620214,马超,0
1620215,马超,0
1620216,马超,0
1620301,祝融,0
1620302,祝融,0
1620303,祝融,0
1620304,祝融,0
1620305,祝融,0
1620306,祝融,0
1620307,祝融,0
1620308,祝融,0
1620309,祝融,0
1620310,祝融,0
1620311,祝融,0
1620312,祝融,0
1620313,祝融,0
1620314,祝融,0
1620315,祝融,0
1620316,祝融,0
1620401,徐庶,0
1620402,徐庶,0
1620403,徐庶,0
1620404,徐庶,0
1620405,徐庶,0
1620501,关银屏,0
1620502,关银屏,0
1620503,关银屏,0
1620504,关银屏,0
1620505,关银屏,0
1620506,关银屏,0
1620507,关银屏,0
1620508,关银屏,0
1620509,关银屏,0
1620510,关银屏,0
1620511,关银屏,0
1620512,关银屏,0
1620513,关银屏,0
1620514,关银屏,0
1620515,关银屏,0
1620516,关银屏,0
1620601,廖化,0
1620602,廖化,0
1620603,廖化,0
1620604,廖化,0
1620605,廖化,0
1620801,姜维(废弃不要用),0
1620802,姜维(废弃不要用),0
1620803,姜维(废弃不要用),0
1620804,姜维(废弃不要用),0
1620805,姜维(废弃不要用),0
1620901,庞统,0
1620902,庞统,0
1620903,庞统,0
1620904,庞统,0
1620905,庞统,0
1620906,庞统,0
1620907,庞统,0
1620908,庞统,0
1620909,庞统,0
1620910,庞统,0
1620911,庞统,0
1620912,庞统,0
1620913,庞统,0
1620914,庞统,0
1620915,庞统,0
1620916,庞统,0
1630001,徐盛,0
1630002,徐盛,0
1630003,徐盛,0
1630004,徐盛,0
1630005,徐盛,0
1630006,徐盛,0
1630007,徐盛,0
1630008,徐盛,0
1630009,徐盛,0
1630010,徐盛,0
1630011,徐盛,0
1630012,徐盛,0
1630013,徐盛,0
1630014,徐盛,0
1630015,徐盛,0
1630016,徐盛,0
1630101,孙策,0
1630102,孙策,0
1630103,孙策,0
1630104,孙策,0
1630105,孙策,0
1630106,孙策,0
1630107,孙策,0
1630108,孙策,0
1630109,孙策,0
1630110,孙策,0
1630111,孙策,0
1630112,孙策,0
1630113,孙策,0
1630114,孙策,0
1630115,孙策,0
1630116,孙策,0
1630201,西施,0
1630202,西施,0
1630203,西施,0
1630204,西施,0
1630205,西施,0
1630206,西施,0
1630207,西施,0
1630208,西施,0
1630209,西施,0
1630210,西施,0
1630211,西施,0
1630212,西施,0
1630213,西施,0
1630214,西施,0
1630215,西施,0
1630216,西施,0
1630301,刘备,0
1630302,刘备,0
1630303,刘备,0
1630304,刘备,0
1630305,刘备,0
1630306,刘备,0
1630307,刘备,0
1630308,刘备,0
1630309,刘备,0
1630310,刘备,0
1630311,刘备,0
1630312,刘备,0
1630313,刘备,0
1630314,刘备,0
1630315,刘备,0
1630316,刘备,0
1630401,孙鲁育,0
1630402,孙鲁育,0
1630403,孙鲁育,0
1630404,孙鲁育,0
1630405,孙鲁育,0
1630406,孙鲁育,0
1630407,孙鲁育,0
1630408,孙鲁育,0
1630409,孙鲁育,0
1630410,孙鲁育,0
1630411,孙鲁育,0
1630412,孙鲁育,0
1630413,孙鲁育,0
1630414,孙鲁育,0
1630415,孙鲁育,0
1630416,孙鲁育,0
1630501,周泰,0
1630502,周泰,0
1630503,周泰,0
1630504,周泰,0
1630505,周泰,0
1630506,周泰,0
1630507,周泰,0
1630508,周泰,0
1630509,周泰,0
1630510,周泰,0
1630511,周泰,0
1630512,周泰,0
1630513,周泰,0
1630514,周泰,0
1630515,周泰,0
1630516,周泰,0
1630601,孙权,0
1630602,孙权,0
1630603,孙权,0
1630604,孙权,0
1630605,孙权,0
1630606,孙权,0
1630607,孙权,0
1630608,孙权,0
1630609,孙权,0
1630610,孙权,0
1630611,孙权,0
1630612,孙权,0
1630613,孙权,0
1630614,孙权,0
1630615,孙权,0
1630616,孙权,0
1630701,韩当,0
1630702,韩当,0
1630703,韩当,0
1630704,韩当,0
1630705,韩当,0
1630801,孙尚香,0
1630802,孙尚香,0
1630803,孙尚香,0
1630804,孙尚香,0
1630805,孙尚香,0
1630901,小乔,0
1630902,小乔,0
1630903,小乔,0
1630904,小乔,0
1630905,小乔,0
1630906,小乔,0
1630907,小乔,0
1630908,小乔,0
1630909,小乔,0
1630910,小乔,0
1630911,小乔,0
1630912,小乔,0
1630913,小乔,0
1630914,小乔,0
1630915,小乔,0
1630916,小乔,0
1631001,马忠,0
1631002,马忠,0
1631003,马忠,0
1631004,马忠,0
1631005,马忠,0
1640001,马腾,0
1640002,马腾,0
1640003,马腾,0
1640004,马腾,0
1640005,马腾,0
1640101,公孙瓒,0
1640102,公孙瓒,0
1640103,公孙瓒,0
1640104,公孙瓒,0
1640105,公孙瓒,0
1640106,公孙瓒,0
1640107,公孙瓒,0
1640108,公孙瓒,0
1640109,公孙瓒,0
1640110,公孙瓒,0
1640111,公孙瓒,0
1640112,公孙瓒,0
1640113,公孙瓒,0
1640114,公孙瓒,0
1640115,公孙瓒,0
1640116,公孙瓒,0
1640201,张角,0
1640202,张角,0
1640203,张角,0
1640204,张角,0
1640205,张角,0
1640206,张角,0
1640207,张角,0
1640208,张角,0
1640209,张角,0
1640210,张角,0
1640211,张角,0
1640212,张角,0
1640213,张角,0
1640214,张角,0
1640215,张角,0
1640216,张角,0
1640301,花木兰,0
1640302,花木兰,0
1640303,花木兰,0
1640304,花木兰,0
1640305,花木兰,0
1640306,花木兰,0
1640307,花木兰,0
1640308,花木兰,0
1640309,花木兰,0
1640310,花木兰,0
1640311,花木兰,0
1640312,花木兰,0
1640313,花木兰,0
1640314,花木兰,0
1640315,花木兰,0
1640316,花木兰,0
1640401,袁术,0
1640402,袁术,0
1640403,袁术,0
1640404,袁术,0
1640405,袁术,0
1640406,袁术,0
1640407,袁术,0
1640408,袁术,0
1640409,袁术,0
1640410,袁术,0
1640411,袁术,0
1640412,袁术,0
1640413,袁术,0
1640414,袁术,0
1640415,袁术,0
1640416,袁术,0
1640501,高顺,0
1640502,高顺,0
1640503,高顺,0
1640504,高顺,0
1640505,高顺,0
1640506,高顺,0
1640507,高顺,0
1640508,高顺,0
1640509,高顺,0
1640510,高顺,0
1640511,高顺,0
1640512,高顺,0
1640513,高顺,0
1640514,高顺,0
1640515,高顺,0
1640516,高顺,0
1640601,文丑(暂留后期),0
1640602,文丑(暂留后期),0
1640603,文丑(暂留后期),0
1640604,文丑(暂留后期),0
1640605,文丑(暂留后期),0
1640606,文丑(暂留后期),0
1640607,文丑(暂留后期),0
1640608,文丑(暂留后期),0
1640609,文丑(暂留后期),0
1640610,文丑(暂留后期),0
1640611,文丑(暂留后期),0
1640701,颜良(暂留后期),0
1640702,颜良(暂留后期),0
1640703,颜良(暂留后期),0
1640704,颜良(暂留后期),0
1640705,颜良(暂留后期),0
1640706,颜良(暂留后期),0
1640707,颜良(暂留后期),0
1640708,颜良(暂留后期),0
1640709,颜良(暂留后期),0
1640710,颜良(暂留后期),0
1640711,颜良(暂留后期),0
1640801,陈宫,0
1640802,陈宫,0
1640803,陈宫,0
1640804,陈宫,0
1640805,陈宫,0
1640806,陈宫,0
1640807,陈宫,0
1640808,陈宫,0
1640809,陈宫,0
1640810,陈宫,0
1640811,陈宫,0
1640812,陈宫,0
1640813,陈宫,0
1640814,陈宫,0
1640815,陈宫,0
1640816,陈宫,0
1640901,李儒,0
1640902,李儒,0
1640903,李儒,0
1640904,李儒,0
1640905,李儒,0
1640906,李儒,0
1640907,李儒,0
1640908,李儒,0
1640909,李儒,0
1640910,李儒,0
1640911,李儒,0
1640912,李儒,0
1640913,李儒,0
1640914,李儒,0
1640915,李儒,0
1640916,李儒,0
1641001,贾诩,0
1641002,贾诩,0
1641003,贾诩,0
1641004,贾诩,0
1641005,贾诩,0
1641006,贾诩,0
1641007,贾诩,0
1641008,贾诩,0
1641009,贾诩,0
1641010,贾诩,0
1641011,贾诩,0
1641012,贾诩,0
1641013,贾诩,0
1641014,贾诩,0
1641015,贾诩,0
1641016,贾诩,0
1710001,乐进,0
1710002,乐进,0
1710003,乐进,0
1710004,乐进,0
1710005,乐进,0
1710006,乐进,0
1710007,乐进,0
1710008,乐进,0
1710009,乐进,0
1710010,乐进,0
1710011,乐进,0
1720001,孙尚香,0
1720002,孙尚香,0
1720003,孙尚香,0
1720004,孙尚香,0
1720005,孙尚香,0
1720501,马谡,0
1720502,马谡,0
1720503,马谡,0
1720504,马谡,0
1720505,马谡,0
1721001,张苞,0
1721002,张苞,0
1721003,张苞,0
1721004,张苞,0
1721005,张苞,0
1721006,张苞,0
1721007,张苞,0
1721008,张苞,0
1721009,张苞,0
1721010,张苞,0
1721011,张苞,0
1721012,张苞,0
1721013,张苞,0
1721014,张苞,0
1721015,张苞,0
1721016,张苞,0
1730501,王异,0
1730502,王异,0
1730503,王异,0
1730504,王异,0
1730505,王异,0
1730506,王异,0
1730507,王异,0
1730508,王异,0
1730509,王异,0
1730510,王异,0
1730511,王异,0
1730512,王异,0
1730513,王异,0
1730514,王异,0
1730515,王异,0
1730516,王异,0
1731001,华雄,0
1731002,华雄,0
1731003,华雄,0
1731004,华雄,0
1731005,华雄,0
1731006,华雄,0
1731007,华雄,0
1731008,华雄,0
1731009,华雄,0
1731010,华雄,0
1731011,华雄,0
1731012,华雄,0
1731013,华雄,0
1731014,华雄,0
1731015,华雄,0
1731016,华雄,0
1740101,张梁,0
1740102,张梁,0
1740103,张梁,0
1740104,张梁,0
1740105,张梁,0
1740301,关平,0
1740302,关平,0
1740303,关平,0
1740304,关平,0
1740305,关平,0
1740501,张宝,0
1740502,张宝,0
1740503,张宝,0
1740504,张宝,0
1740505,张宝,0
1740506,张宝,0
1740507,张宝,0
1740508,张宝,0
1740509,张宝,0
1740510,张宝,0
1740511,张宝,0
1740512,张宝,0
1740513,张宝,0
1740514,张宝,0
1740515,张宝,0
1740516,张宝,0
1740601,孙鲁育,0
1740602,孙鲁育,0
1740603,孙鲁育,0
1740604,孙鲁育,0
1740605,孙鲁育,0
1740606,孙鲁育,0
1740607,孙鲁育,0
1740608,孙鲁育,0
1740609,孙鲁育,0
1740610,孙鲁育,0
1740611,孙鲁育,0
1740612,孙鲁育,0
1740613,孙鲁育,0
1740614,孙鲁育,0
1740615,孙鲁育,0
1740616,孙鲁育,0
1740701,辛宪英,0
1740702,辛宪英,0
1740703,辛宪英,0
1740704,辛宪英,0
1740705,辛宪英,0
1740706,辛宪英,0
1740707,辛宪英,0
1740708,辛宪英,0
1740709,辛宪英,0
1740710,辛宪英,0
1740711,辛宪英,0
1740712,辛宪英,0
1740713,辛宪英,0
1740714,辛宪英,0
1740715,辛宪英,0
1740716,辛宪英,0
1741001,刘璋,0
1741002,刘璋,0
1741003,刘璋,0
1741004,刘璋,0
1741005,刘璋,0
1741101,胡轸,0
1741102,胡轸,0
1741103,胡轸,0
1741104,胡轸,0
1741105,胡轸,0
1741401,管亥,0
1741402,管亥,0
1741403,管亥,0
1741404,管亥,0
1741405,管亥,0
1741701,许攸,0
1741702,许攸,0
1741703,许攸,0
1741704,许攸,0
1741705,许攸,0
1750601,邓艾,0
1750602,邓艾,0
1750603,邓艾,0
1750604,邓艾,0
1750605,邓艾,0
1750606,邓艾,0
1750607,邓艾,0
1750608,邓艾,0
1750609,邓艾,0
1750610,邓艾,0
1750611,邓艾,0
1750612,邓艾,0
1750613,邓艾,0
1750614,邓艾,0
1750615,邓艾,0
1750616,邓艾,0
1751001,姜维,0
1751002,姜维,0
1751003,姜维,0
1751004,姜维,0
1751005,姜维,0
1751006,姜维,0
1751007,姜维,0
1751008,姜维,0
1751009,姜维,0
1751010,姜维,0
1751011,姜维,0
1751012,姜维,0
1751013,姜维,0
1751014,姜维,0
1751015,姜维,0
1751016,姜维,0
1751401,钟会,0
1751402,钟会,0
1751403,钟会,0
1751404,钟会,0
1751405,钟会,0
1751406,钟会,0
1751407,钟会,0
1751408,钟会,0
1751409,钟会,0
1751410,钟会,0
1751411,钟会,0
1751412,钟会,0
1751413,钟会,0
1751414,钟会,0
1751415,钟会,0
1751416,钟会,0
5000001,哨兵,14
5000002,哨兵,14
5000003,哨兵,14
5000004,哨兵,14
5000005,哨兵,14
5000006,哨兵,14
5000007,哨兵,14
5000008,哨兵,14
5000009,哨兵,14
5000010,哨兵,14
5000011,哨兵,14
5000012,哨兵,14
5000013,哨兵,14
5000014,哨兵,14
5000015,哨兵,14
5000016,哨兵,14
5000017,哨兵,14
5000018,哨兵,14
5000019,哨兵,14
5000020,哨兵,14
5001001,野猪,14
5001002,野猪,14
5001003,野猪,14
5001004,野猪,14
5001005,野猪,14
5001006,野猪,14
5001007,野猪,14
5001008,野猪,14
5001009,野猪,14
5001010,野猪,14
5001011,野猪,14
5001012,野猪,14
5001013,野猪,14
5001014,野猪,14
5001015,野猪,14
5001016,野猪,14
5001017,野猪,14
5001018,野猪,14
5001019,野猪,14
5001020,野猪,14
5002001,枪兵,14
5002002,枪兵,14
5002003,枪兵,14
5002004,枪兵,14
5002005,枪兵,14
5002006,枪兵,14
5002007,枪兵,14
5002008,枪兵,14
5002009,枪兵,14
5002010,枪兵,14
5002011,枪兵,14
5002012,枪兵,14
5002013,枪兵,14
5002014,枪兵,14
5002015,枪兵,14
5002016,枪兵,14
5002017,枪兵,14
5002018,枪兵,14
5002019,枪兵,14
5002020,枪兵,14
5003001,小道士,14
5003002,小道士,14
5003003,小道士,14
5003004,小道士,14
5003005,小道士,14
5003006,小道士,14
5003007,小道士,14
5003008,小道士,14
5003009,小道士,14
5003010,小道士,14
5003011,小道士,14
5003012,小道士,14
5003013,小道士,14
5003014,小道士,14
5003015,小道士,14
5003016,小道士,14
5003017,小道士,14
5003018,小道士,14
5003019,小道士,14
5003020,小道士,14
5004001,壮汉,14
5004002,壮汉,14
5004003,壮汉,14
5004004,壮汉,14
5004005,壮汉,14
5004006,壮汉,14
5004007,壮汉,14
5004008,壮汉,14
5004009,壮汉,14
5004010,壮汉,14
5004011,壮汉,14
5004012,壮汉,14
5004013,壮汉,14
5004014,壮汉,14
5004015,壮汉,14
5004016,壮汉,14
5004017,壮汉,14
5004018,壮汉,14
5004019,壮汉,14
5004020,壮汉,14
5005001,骑兵,14
5005002,骑兵,14
5005003,骑兵,14
5005004,骑兵,14
5005005,骑兵,14
5005006,骑兵,14
5005007,骑兵,14
5005008,骑兵,14
5005009,骑兵,14
5005010,骑兵,14
5005011,骑兵,14
5005012,骑兵,14
5005013,骑兵,14
5005014,骑兵,14
5005015,骑兵,14
5005016,骑兵,14
5005017,骑兵,14
5005018,骑兵,14
5005019,骑兵,14
5005020,骑兵,14
5006001,轻骑兵,14
5006002,轻骑兵,14
5006003,轻骑兵,14
5006004,轻骑兵,14
5006005,轻骑兵,14
5006006,轻骑兵,14
5006007,轻骑兵,14
5006008,轻骑兵,14
5006009,轻骑兵,14
5006010,轻骑兵,14
5006011,轻骑兵,14
5006012,轻骑兵,14
5006013,轻骑兵,14
5006014,轻骑兵,14
5006015,轻骑兵,14
5006016,轻骑兵,14
5006017,轻骑兵,14
5006018,轻骑兵,14
5006019,轻骑兵,14
5006020,轻骑兵,14
5007001,刺客,14
5007002,刺客,14
5007003,刺客,14
5007004,刺客,14
5007005,刺客,14
5007006,刺客,14
5007007,刺客,14
5007008,刺客,14
5007009,刺客,14
5007010,刺客,14
5007011,刺客,14
5007012,刺客,14
5007013,刺客,14
5007014,刺客,14
5007015,刺客,14
5007016,刺客,14
5007017,刺客,14
5007018,刺客,14
5007019,刺客,14
5007020,刺客,14
5008001,妖道,14
5008002,妖道,14
5008003,妖道,14
5008004,妖道,14
5008005,妖道,14
5008006,妖道,14
5008007,妖道,14
5008008,妖道,14
5008009,妖道,14
5008010,妖道,14
5008011,妖道,14
5008012,妖道,14
5008013,妖道,14
5008014,妖道,14
5008015,妖道,14
5008016,妖道,14
5008017,妖道,14
5008018,妖道,14
5008019,妖道,14
5008020,妖道,14
5009001,盾兵,14
5009002,盾兵,14
5009003,盾兵,14
5009004,盾兵,14
5009005,盾兵,14
5009006,盾兵,14
5009007,盾兵,14
5009008,盾兵,14
5009009,盾兵,14
5009010,盾兵,14
5009011,盾兵,14
5009012,盾兵,14
5009013,盾兵,14
5009014,盾兵,14
5009015,盾兵,14
5009016,盾兵,14
5009017,盾兵,14
5009018,盾兵,14
5009019,盾兵,14
5009020,盾兵,14
5010001,重骑兵,14
5010002,重骑兵,14
5010003,重骑兵,14
5010004,重骑兵,14
5010005,重骑兵,14
5010006,重骑兵,14
5010007,重骑兵,14
5010008,重骑兵,14
5010009,重骑兵,14
5010010,重骑兵,14
5010011,重骑兵,14
5010012,重骑兵,14
5010013,重骑兵,14
5010014,重骑兵,14
5010015,重骑兵,14
5010016,重骑兵,14
5010017,重骑兵,14
5010018,重骑兵,14
5010019,重骑兵,14
5010020,重骑兵,14
5011001,羊,14
5011002,羊,14
5011003,羊,14
5011004,羊,14
5011005,羊,14
5011006,羊,14
5011007,羊,14
5011008,羊,14
5011009,羊,14
5011010,羊,14
5011011,羊,14
5011012,羊,14
5011013,羊,14
5011014,羊,14
5011015,羊,14
5011016,羊,14
5011017,羊,14
5011018,羊,14
5011019,羊,14
5011020,羊,14
5012001,大道士,14
5012002,大道士,14
5012003,大道士,14
5012004,大道士,14
5012005,大道士,14
5012006,大道士,14
5012007,大道士,14
5012008,大道士,14
5012009,大道士,14
5012010,大道士,14
5012011,大道士,14
5012012,大道士,14
5012013,大道士,14
5012014,大道士,14
5012015,大道士,14
5012016,大道士,14
5012017,大道士,14
5012018,大道士,14
5012019,大道士,14
5012020,大道士,14
5013001,战车,14
5013002,战车,14
5013003,战车,14
5013004,战车,14
5013005,战车,14
5013006,战车,14
5013007,战车,14
5013008,战车,14
5013009,战车,14
5013010,战车,14
5013011,战车,14
5013012,战车,14
5013013,战车,14
5013014,战车,14
5013015,战车,14
5013016,战车,14
5013017,战车,14
5013018,战车,14
5013019,战车,14
5013020,战车,14
5014001,巫医,14
5014002,巫医,14
5014003,巫医,14
5014004,巫医,14
5014005,巫医,14
5014006,巫医,14
5014007,巫医,14
5014008,巫医,14
5014009,巫医,14
5014010,巫医,14
5014011,巫医,14
5014012,巫医,14
5014013,巫医,14
5014014,巫医,14
5014015,巫医,14
5014016,巫医,14
5014017,巫医,14
5014018,巫医,14
5014019,巫医,14
5014020,巫医,14
5015001,西凉大道士,14
5015002,西凉大道士,14
5015003,西凉大道士,14
5015004,西凉大道士,14
5015005,西凉大道士,14
5015006,西凉大道士,14
5015007,西凉大道士,14
5015008,西凉大道士,14
5015009,西凉大道士,14
5015010,西凉大道士,14
5015011,西凉大道士,14
5015012,西凉大道士,14
5015013,西凉大道士,14
5015014,西凉大道士,14
5015015,西凉大道士,14
5015016,西凉大道士,14
5015017,西凉大道士,14
5015018,西凉大道士,14
5015019,西凉大道士,14
5015020,西凉大道士,14
5016001,冲车,14
5016002,冲车,14
5016003,冲车,14
5016004,冲车,14
5016005,冲车,14
5016006,冲车,14
5016007,冲车,14
5016008,冲车,14
5016009,冲车,14
5016010,冲车,14
5016011,冲车,14
5016012,冲车,14
5016013,冲车,14
5016014,冲车,14
5016015,冲车,14
5016016,冲车,14
5016017,冲车,14
5016018,冲车,14
5016019,冲车,14
5016020,冲车,14
5017001,谋士,14
5017002,谋士,14
5017003,谋士,14
5017004,谋士,14
5017005,谋士,14
5017006,谋士,14
5017007,谋士,14
5017008,谋士,14
5017009,谋士,14
5017010,谋士,14
5017011,谋士,14
5017012,谋士,14
5017013,谋士,14
5017014,谋士,14
5017015,谋士,14
5017016,谋士,14
5017017,谋士,14
5017018,谋士,14
5017019,谋士,14
5017020,谋士,14
5018001,鬼蜘蛛,14
5018002,鬼蜘蛛,14
5018003,鬼蜘蛛,14
5018004,鬼蜘蛛,14
5018005,鬼蜘蛛,14
5018006,鬼蜘蛛,14
5018007,鬼蜘蛛,14
5018008,鬼蜘蛛,14
5018009,鬼蜘蛛,14
5018010,鬼蜘蛛,14
5018011,鬼蜘蛛,14
5018012,鬼蜘蛛,14
5018013,鬼蜘蛛,14
5018014,鬼蜘蛛,14
5018015,鬼蜘蛛,14
5018016,鬼蜘蛛,14
5018017,鬼蜘蛛,14
5018018,鬼蜘蛛,14
5018019,鬼蜘蛛,14
5018020,鬼蜘蛛,14
5019001,小飞蛾,14
5019002,小飞蛾,14
5019003,小飞蛾,14
5019004,小飞蛾,14
5019005,小飞蛾,14
5019006,小飞蛾,14
5019007,小飞蛾,14
5019008,小飞蛾,14
5019009,小飞蛾,14
5019010,小飞蛾,14
5019011,小飞蛾,14
5019012,小飞蛾,14
5019013,小飞蛾,14
5019014,小飞蛾,14
5019015,小飞蛾,14
5019016,小飞蛾,14
5019017,小飞蛾,14
5019018,小飞蛾,14
5019019,小飞蛾,14
5019020,小飞蛾,14
5020001,骨骸邪灵,14
5020002,骨骸邪灵,14
5020003,骨骸邪灵,14
5020004,骨骸邪灵,14
5020005,骨骸邪灵,14
5020006,骨骸邪灵,14
5020007,骨骸邪灵,14
5020008,骨骸邪灵,14
5020009,骨骸邪灵,14
5020010,骨骸邪灵,14
5020011,骨骸邪灵,14
5020012,骨骸邪灵,14
5020013,骨骸邪灵,14
5020014,骨骸邪灵,14
5020015,骨骸邪灵,14
5020016,骨骸邪灵,14
5020017,骨骸邪灵,14
5020018,骨骸邪灵,14
5020019,骨骸邪灵,14
5020020,骨骸邪灵,14
5021001,僵尸,14
5021002,僵尸,14
5021003,僵尸,14
5021004,僵尸,14
5021005,僵尸,14
5021006,僵尸,14
5021007,僵尸,14
5021008,僵尸,14
5021009,僵尸,14
5021010,僵尸,14
5021011,僵尸,14
5021012,僵尸,14
5021013,僵尸,14
5021014,僵尸,14
5021015,僵尸,14
5021016,僵尸,14
5021017,僵尸,14
5021018,僵尸,14
5021019,僵尸,14
5021020,僵尸,14
5022001,骷髅盾兵,14
5022002,骷髅盾兵,14
5022003,骷髅盾兵,14
5022004,骷髅盾兵,14
5022005,骷髅盾兵,14
5022006,骷髅盾兵,14
5022007,骷髅盾兵,14
5022008,骷髅盾兵,14
5022009,骷髅盾兵,14
5022010,骷髅盾兵,14
5022011,骷髅盾兵,14
5022012,骷髅盾兵,14
5022013,骷髅盾兵,14
5022014,骷髅盾兵,14
5022015,骷髅盾兵,14
5022016,骷髅盾兵,14
5022017,骷髅盾兵,14
5022018,骷髅盾兵,14
5022019,骷髅盾兵,14
5022020,骷髅盾兵,14
5023001,尸蹩,14
5023002,尸蹩,14
5023003,尸蹩,14
5023004,尸蹩,14
5023005,尸蹩,14
5023006,尸蹩,14
5023007,尸蹩,14
5023008,尸蹩,14
5023009,尸蹩,14
5023010,尸蹩,14
5023011,尸蹩,14
5023012,尸蹩,14
5023013,尸蹩,14
5023014,尸蹩,14
5023015,尸蹩,14
5023016,尸蹩,14
5023017,尸蹩,14
5023018,尸蹩,14
5023019,尸蹩,14
5023020,尸蹩,14
5024001,猪脸蝙蝠,14
5024002,猪脸蝙蝠,14
5024003,猪脸蝙蝠,14
5024004,猪脸蝙蝠,14
5024005,猪脸蝙蝠,14
5024006,猪脸蝙蝠,14
5024007,猪脸蝙蝠,14
5024008,猪脸蝙蝠,14
5024009,猪脸蝙蝠,14
5024010,猪脸蝙蝠,14
5024011,猪脸蝙蝠,14
5024012,猪脸蝙蝠,14
5024013,猪脸蝙蝠,14
5024014,猪脸蝙蝠,14
5024015,猪脸蝙蝠,14
5024016,猪脸蝙蝠,14
5024017,猪脸蝙蝠,14
5024018,猪脸蝙蝠,14
5024019,猪脸蝙蝠,14
5024020,猪脸蝙蝠,14
5025001,尸蛾,14
5025002,尸蛾,14
5025003,尸蛾,14
5025004,尸蛾,14
5025005,尸蛾,14
5025006,尸蛾,14
5025007,尸蛾,14
5025008,尸蛾,14
5025009,尸蛾,14
5025010,尸蛾,14
5025011,尸蛾,14
5025012,尸蛾,14
5025013,尸蛾,14
5025014,尸蛾,14
5025015,尸蛾,14
5025016,尸蛾,14
5025017,尸蛾,14
5025018,尸蛾,14
5025019,尸蛾,14
5025020,尸蛾,14
5026001,招魂师,14
5026002,招魂师,14
5026003,招魂师,14
5026004,招魂师,14
5026005,招魂师,14
5026006,招魂师,14
5026007,招魂师,14
5026008,招魂师,14
5026009,招魂师,14
5026010,招魂师,14
5026011,招魂师,14
5026012,招魂师,14
5026013,招魂师,14
5026014,招魂师,14
5026015,招魂师,14
5026016,招魂师,14
5026017,招魂师,14
5026018,招魂师,14
5026019,招魂师,14
5026020,招魂师,14
5027001,邪灵战车,14
5027002,邪灵战车,14
5027003,邪灵战车,14
5027004,邪灵战车,14
5027005,邪灵战车,14
5027006,邪灵战车,14
5027007,邪灵战车,14
5027008,邪灵战车,14
5027009,邪灵战车,14
5027010,邪灵战车,14
5027011,邪灵战车,14
5027012,邪灵战车,14
5027013,邪灵战车,14
5027014,邪灵战车,14
5027015,邪灵战车,14
5027016,邪灵战车,14
5027017,邪灵战车,14
5027018,邪灵战车,14
5027019,邪灵战车,14
5027020,邪灵战车,14
5028001,胖鬼将军,14
5028002,胖鬼将军,14
5028003,胖鬼将军,14
5028004,胖鬼将军,14
5028005,胖鬼将军,14
5028006,胖鬼将军,14
5028007,胖鬼将军,14
5028008,胖鬼将军,14
5028009,胖鬼将军,14
5028010,胖鬼将军,14
5028011,胖鬼将军,14
5028012,胖鬼将军,14
5028013,胖鬼将军,14
5028014,胖鬼将军,14
5028015,胖鬼将军,14
5028016,胖鬼将军,14
5028017,胖鬼将军,14
5028018,胖鬼将军,14
5028019,胖鬼将军,14
5028020,胖鬼将军,14
400001,周泰,0
400002,辛宪英,0
400003,孙权,0
400004,张飞,0
400005,武则天,0
400006,太史慈,0
400007,赵云,0
400008,张辽,0
410001,入侵的匈奴,3
410002,张辽,0
410003,貂蝉,0
410004,诸葛瑾,0
410005,武则天,0
410006,小乔,0
1800001,马超,0
1800006,吕布,0
1900001,赵云,0
1900002,貂蝉,0
2000001,廖化,0
2000002,法正,0
2000003,曹洪,0
2000004,马忠,0
2000005,曹植,0
2000006,诸葛瑾,0
2000007,卞喜,0
2000008,马谡,0
2000009,孙尚香,0
